"VE_REF","VE_FLT","VE_COU","VE_LEN","VE_KW","VE_TON","FT_REF","FT_DCOU","FT_DHAR","FT_DDAT","FT_DTIME","FT_LCOU","FT_LHAR","FT_LDAT","FT_LTIME","LE_CDAT","LE_STIME","LE_ETIME","LE_SEQNUM","LE_GEAR","LE_MSZ","LE_RECT","LE_MET_level6","LE_UNIT","LE_EFF","LE_EFF_VMS","LE_KG_ANF","LE_KG_BAG","LE_KG_BIB","LE_KG_BLL","LE_KG_BRB","LE_KG_BSS","LE_KG_COD","LE_KG_COE","LE_KG_CRE","LE_KG_CSH","LE_KG_CTC","LE_KG_DAB","LE_KG_DGS","LE_KG_ELE","LE_KG_ERS","LE_KG_FLE","LE_KG_FPP","LE_KG_GUG","LE_KG_GUR","LE_KG_GUU","LE_KG_HAL","LE_KG_HER","LE_KG_JAX","LE_KG_JOD","LE_KG_LBE","LE_KG_LEM","LE_KG_LIN","LE_KG_MAC","LE_KG_MUR","LE_KG_MZZ","LE_KG_NEP","LE_KG_PIL","LE_KG_PLE","LE_KG_POK","LE_KG_POL","LE_KG_RAZ","LE_KG_RJC","LE_KG_RJH","LE_KG_RJM","LE_KG_SBR","LE_KG_SBX","LE_KG_SCE","LE_KG_SME","LE_KG_SOL","LE_KG_SPR","LE_KG_SQU","LE_KG_SRX","LE_KG_TIG","LE_KG_TUR","LE_KG_WEX","LE_KG_WHE","LE_KG_WHG","LE_KG_WIT","LE_EURO_ANF","LE_EURO_BAG","LE_EURO_BIB","LE_EURO_BLL","LE_EURO_BRB","LE_EURO_BSS","LE_EURO_COD","LE_EURO_COE","LE_EURO_CRE","LE_EURO_CSH","LE_EURO_CTC","LE_EURO_DAB","LE_EURO_DGS","LE_EURO_ELE","LE_EURO_ERS","LE_EURO_FLE","LE_EURO_FPP","LE_EURO_GUG","LE_EURO_GUR","LE_EURO_GUU","LE_EURO_HAL","LE_EURO_HER","LE_EURO_JAX","LE_EURO_JOD","LE_EURO_LBE","LE_EURO_LEM","LE_EURO_LIN","LE_EURO_MAC","LE_EURO_MUR","LE_EURO_MZZ","LE_EURO_NEP","LE_EURO_PIL","LE_EURO_PLE","LE_EURO_POK","LE_EURO_POL","LE_EURO_RAZ","LE_EURO_RJC","LE_EURO_RJH","LE_EURO_RJM","LE_EURO_SBR","LE_EURO_SBX","LE_EURO_SCE","LE_EURO_SME","LE_EURO_SOL","LE_EURO_SPR","LE_EURO_SQU","LE_EURO_SRX","LE_EURO_TIG","LE_EURO_TUR","LE_EURO_WEX","LE_EURO_WHE","LE_EURO_WHG","LE_EURO_WIT"
"1108","TBB_DEM","NLD",44,1739,NA,"448600","NLD","HAR","12/01/2009","11:00:00","NLD","HAR","17/01/2009"," 5:00:00",NA,NA,NA,NA,"TBB","80","36F4",NA,"KWDAYS",8260.25,NA,0,0,0,80,0,0,120,0,0,0,0,80,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,3800,0,0,0,0,0,0,0,0,0,0,960,0,0,0,0,280,0,0,0,0,0,0,0,529.905718717166,0,0,271.598534883528,0,0,0,0,85.956321973735,0,0,0,12.7259705756818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.731971008657,0,4572.68963565356,0,0,0,0,0,0,0,0,0,0,8690.58760038318,0,0,0,0,2917.05223712131,0,0,0,0
"1108","TBB_DEM","NLD",44,1739,NA,"448600","NLD","HAR","12/01/2009","11:00:00","NLD","HAR","17/01/2009"," 5:00:00",NA,NA,NA,NA,"TBB","80","36F5",NA,"KWDAYS",8260.25,NA,0,0,0,80,0,0,480,0,0,0,0,40,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,760,0,0,0,0,200,0,0,0,0,0,0,0,529.905718717166,0,0,1086.39413953411,0,0,0,0,42.9781609868675,0,0,0,12.7259705756818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2166.01088004642,0,0,0,0,0,0,0,0,0,0,6880.04851697002,0,0,0,0,2083.60874080094,0,0,0,0
"1118","OTB_DEM","NLD",25,294,NA,"448604","NLD","HAR","13/01/2009","14:00:00","NLD","HAR","16/01/2009"," 8:00:00",NA,NA,NA,NA,"OTB","80","37F4",NA,"KWDAYS",808.5,NA,0,0,0,0,0,0,90,0,0,0,0,88,0,0,0,0,0,120,0,0,0,0,105,0,0,0,0,0,0,0,360,0,2000,0,0,0,0,0,40,0,0,0,0,117,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,203.698901162646,0,0,0,0,94.5519541711086,0,0,0,0,0,98.5020472440945,0,0,0,0,45.2771907216495,0,0,0,0,0,0,0,1736.78365210389,0,2406.67875560713,0,0,0,0,0,90.4714605067064,0,0,0,0,1059.1653637967,0,0,0,0,416.721748160188,0,0,0,0
"1751","OTB_DEM","NLD",12,77,NA,"448612","DNK","LVG","17/01/2009","16:00:00","DNK","LVG","18/01/2009"," 2:00:00",NA,NA,NA,NA,"OTB","120","42F7",NA,"KWDAYS",32.34,NA,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882.695238371467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1126","TBB_DEM","NLD",34,736,NA,"448613","NLD","HAR","12/01/2009","16:00:00","NLD","HAR","16/01/2009","10:00:00",NA,NA,NA,NA,"TBB","80","36F4",NA,"KWDAYS",2760,NA,0,0,0,40,0,0,75,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,50,0,0,0,0,0,0,0,264.952859358583,0,0,169.749084302205,0,0,0,0,42.9781609868675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684.67512892499,0,0,0,0,0,0,0,0,0,0,2263.17385426645,0,0,0,0,520.902185200235,0,0,0,0
"1126","TBB_DEM","NLD",34,736,NA,"448613","NLD","HAR","12/01/2009","16:00:00","NLD","HAR","16/01/2009","10:00:00",NA,NA,NA,NA,"TBB","80","37F4",NA,"KWDAYS",2760,NA,0,0,0,55,0,0,165,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3050,0,0,0,0,0,0,0,0,0,0,495,0,0,0,0,105,0,0,0,0,0,0,0,364.310181618052,0,0,373.447985464851,0,0,0,0,42.9781609868675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3670.18510230088,0,0,0,0,0,0,0,0,0,0,4481.08423144758,0,0,0,0,1093.89458892049,0,0,0,0
"1170","TBB_DEM","NLD",38,1452,NA,"448614","NLD","HAR","12/01/2009"," 2:00:00","NLD","HAR","16/01/2009","12:00:00",NA,NA,NA,NA,"TBB","85","37F4",NA,"KWDAYS",6417.84,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.044137247874,0,0,0,0,0,0,0,0,0,0,1249.27196755508,0,0,0,0,0,0,0,0,0
"1170","TBB_DEM","NLD",38,1452,NA,"448614","NLD","HAR","12/01/2009"," 2:00:00","NLD","HAR","16/01/2009","12:00:00",NA,NA,NA,NA,"TBB","85","37F5",NA,"KWDAYS",6417.84,NA,0,0,0,220,0,0,400,0,0,0,0,200,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5320,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,240,0,0,0,0,0,0,0,1457.24072647221,0,0,905.32844961176,0,0,0,0,214.890804934338,0,0,0,38.1779117270455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6401.76548991498,0,0,0,0,0,0,0,0,0,0,13579.0431255987,0,0,0,0,2500.33048896113,0,0,0,0
"1240","TBB_DEM","NLD",44,1471,NA,"448615","NLD","HAR","12/01/2009"," 2:00:00","NLD","HAR","16/01/2009","10:00:00",NA,NA,NA,NA,"TBB","80","37F5",NA,"KWDAYS",6369.43,NA,0,0,0,244,0,0,184,0,0,0,0,271,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5250,0,0,0,0,0,0,0,0,0,0,1435,0,0,0,0,310,0,0,0,0,0,0,0,1616.21244208736,0,0,416.45108682141,0,0,0,0,291.177040686028,0,0,0,38.4960609914375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6317.53173346873,0,0,0,0,0,0,0,0,0,0,12990.6179234894,0,0,0,0,3229.59354824146,0,0,0,0
"665","TBB_DEM","NLD",44,1467,NA,"448630","NLD","HAR","10/01/2009","14:00:00","NLD","HAR","15/01/2009","14:00:00",NA,NA,NA,NA,"TBB","80","36F4",NA,"KWDAYS",7335,NA,0,0,0,20,0,0,100,0,0,0,0,80,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,15,0,0,0,0,0,0,0,132.476429679292,0,0,226.33211240294,0,0,0,0,85.956321973735,0,0,0,46.1316433368466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.035207119106,0,0,0,0,0,0,0,0,0,0,2353.70080843711,0,0,0,0,156.270655560070,0,0,0,0
"665","TBB_DEM","NLD",44,1467,NA,"448630","NLD","HAR","10/01/2009","14:00:00","NLD","HAR","15/01/2009","14:00:00",NA,NA,NA,NA,"TBB","80","36F5",NA,"KWDAYS",7335,NA,0,0,0,0,0,0,120,0,0,0,0,300,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1765,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,271.598534883528,0,0,0,0,322.336207401507,0,0,0,63.6298528784091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123.89400182330,0,0,0,0,0,0,0,0,0,0,3349.49730431435,0,0,0,0,1250.16524448056,0,0,0,0
"665","TBB_DEM","NLD",44,1467,NA,"448630","NLD","HAR","10/01/2009","14:00:00","NLD","HAR","15/01/2009","14:00:00",NA,NA,NA,NA,"TBB","80","37F5",NA,"KWDAYS",7335,NA,0,0,0,160,0,0,860,0,75,0,0,235,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,35,30,0,3770,0,0,0,0,0,0,0,0,0,0,1415,0,0,0,0,325,0,0,35,0,0,0,0,1059.81143743433,0,0,1946.45616666529,0,129.439531019202,0,0,252.496695797847,0,0,0,69.99283816625,0,0,0,0,0,0,0,0,0,0,0,0,0,38.2800821355236,144.731971008657,0,4536.58945431945,0,0,0,0,0,0,0,0,0,0,12809.5640151481,0,0,0,0,3385.86420380153,0,0,20.6960324483776,0
"20","TBB_DEM","NLD",46,1985,NA,"448650","NLD","VLI","12/01/2009","00:00:00","NLD","VLI","15/01/2009","17:00:00",NA,NA,NA,NA,"TBB","80","31F2",NA,"KWDAYS",7364.35,NA,0,0,80,40,0,130,500,0,0,0,0,800,0,0,0,200,0,0,0,20,0,0,0,0,0,80,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,60,0,0,100,0,0,0,19.6924350187508,264.952859358583,0,619.358861209964,1131.6605620147,0,0,0,0,859.56321973735,0,0,0,63.6298528784091,0,0,0,33.4907865168539,0,0,0,0,0,245.110306058713,0,0,0,0,0,0,361.001813341070,0,0,0,0,0,0,0,0,0,0,10863.2345004790,0,0,0,0,625.082622240282,0,0,59.1315212810788,0
"20","TBB_DEM","NLD",46,1985,NA,"448650","NLD","VLI","12/01/2009","00:00:00","NLD","VLI","15/01/2009","17:00:00",NA,NA,NA,NA,"TBB","80","32F2",NA,"KWDAYS",7364.35,NA,0,0,460,295,0,0,1250,0,0,0,0,1460,0,0,0,540,0,0,0,65,0,0,0,0,0,165,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,0,3680,0,0,0,0,320,0,0,675,0,0,0,113.231501357817,1954.02733776955,0,0,2829.15140503675,0,0,0,0,1568.70287602067,0,0,0,171.800602771705,0,0,0,108.845056179775,0,0,0,0,0,505.540006246096,0,0,0,0,0,0,10830.0544002321,0,0,0,0,0,0,0,0,0,0,33313.9191348022,0,0,0,0,3333.7739852815,0,0,399.137768647282,0
"23","TBB_DEM","NLD",6,2820,NA,"448651","NLD","VLI","12/01/2009"," 1:00:00","NLD","VLI","15/01/2009","19:00:00",NA,NA,NA,NA,"TBB","80","31F2",NA,"KWDAYS",10575,NA,0,0,445,285,0,95,430,0,0,0,0,1645,0,0,0,410,0,0,0,105,0,0,0,0,0,175,0,0,0,80,0,0,3020,0,0,0,80,0,0,0,0,0,0,2795,0,0,0,0,280,0,90,150,0,0,0,109.539169791801,1887.78912292990,0,452.608398576512,973.228083332643,0,0,0,0,1767.47687058493,0,0,0,130.441198400739,0,0,0,175.826629213483,0,0,0,0,0,536.178794503435,0,0,0,87.4973305954826,0,0,3634.08492096677,0,0,0,120.511217641419,0,0,0,0,0,0,25302.2836906989,0,0,0,0,2917.05223712131,0,33.0559187279152,88.6972819216182,0
"23","TBB_DEM","NLD",6,2820,NA,"448651","NLD","VLI","12/01/2009"," 1:00:00","NLD","VLI","15/01/2009","19:00:00",NA,NA,NA,NA,"TBB","80","32F2",NA,"KWDAYS",10575,NA,0,0,260,175,0,280,455,0,0,0,0,1235,0,0,0,600,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,5505,0,0,0,0,0,0,0,0,0,0,3570,0,0,0,0,175,0,0,375,0,0,0,64.0004138109401,1159.1687596938,0,1334.00370106762,1029.81111143338,0,0,0,0,1326.95072046954,0,0,0,190.889558635227,0,0,0,0,0,0,0,0,0,245.110306058713,0,0,0,0,0,0,6624.38327480864,0,0,0,0,0,0,0,0,0,0,32318.1226389249,0,0,0,0,1823.15764820082,0,0,221.743204804046,0
"3","TBB_DEM","NLD",46,2574,NA,"448652","NLD","VLI","12/01/2009"," 1:00:00","NLD","VLI","15/01/2009","18:00:00",NA,NA,NA,NA,"TBB","80","31F2",NA,"KWDAYS",9549.54,NA,0,0,110,110,0,0,200,0,0,0,0,1850,0,0,0,500,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,2300,0,0,0,0,0,0,0,0,0,0,2900,0,0,0,0,200,0,0,380,0,0,0,27.0770981507824,728.620363236103,0,0,452.66422480588,0,0,0,0,1987.73994564262,0,0,0,159.074632196023,0,0,0,0,0,0,0,0,0,827.247282948158,0,0,0,0,0,0,2767.68056894821,0,0,0,0,0,0,0,0,0,0,26252.8167094909,0,0,0,0,2083.60874080094,0,0,224.699780868099,0
"3","TBB_DEM","NLD",46,2574,NA,"448652","NLD","VLI","12/01/2009"," 1:00:00","NLD","VLI","15/01/2009","18:00:00",NA,NA,NA,NA,"TBB","80","32F2",NA,"KWDAYS",9549.54,NA,0,0,50,180,0,120,300,0,0,0,0,2050,0,0,0,650,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,4600,0,0,0,0,0,0,0,0,0,0,3500,0,0,0,0,270,0,0,1820,0,0,0,12.3077718867193,1192.28786711362,0,571.715871886121,678.99633720882,0,0,0,0,2202.63075057696,0,0,0,206.797021854830,0,0,0,0,0,0,0,0,0,398.304247345409,0,0,0,0,0,0,5535.36113789641,0,0,0,0,0,0,0,0,0,0,31684.4339597303,0,0,0,0,2812.87180008127,0,0,1076.19368731563,0
"6","TBB_DEM","NLD",46,1471,NA,"448653","NLD","VLI","12/01/2009"," 1:00:00","NLD","VLI","15/01/2009","19:00:00",NA,NA,NA,NA,"TBB","80","31F2",NA,"KWDAYS",5516.25,NA,0,0,50,50,0,600,100,0,0,0,0,1600,0,0,0,500,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,100,0,50,50,0,0,0,12.3077718867193,331.191074198229,0,2858.57935943060,226.33211240294,0,0,0,0,1719.1264394747,0,0,0,159.074632196023,0,0,0,0,0,0,0,0,0,306.387882573392,0,0,0,0,0,0,481.335751121427,0,0,0,0,0,0,0,0,0,0,4526.34770853291,0,0,0,0,1041.80437040047,0,18.3643992932862,29.5657606405394,0
"6","TBB_DEM","NLD",46,1471,NA,"448653","NLD","VLI","12/01/2009"," 1:00:00","NLD","VLI","15/01/2009","19:00:00",NA,NA,NA,NA,"TBB","80","32F2",NA,"KWDAYS",5516.25,NA,0,0,600,170,0,1350,350,0,0,0,0,1600,0,0,0,350,0,0,50,0,0,0,0,0,0,300,0,0,0,0,0,0,2850,0,0,0,0,0,120,0,0,0,0,3950,0,0,0,50,230,0,170,150,0,0,0,147.693262640631,1126.04965227398,0,6431.80355871886,792.16239341029,0,0,0,0,1719.1264394747,0,0,0,111.352242537216,0,0,39.2222222222222,0,0,0,0,0,0,919.163647720175,0,0,0,0,0,0,3429.51722674017,0,0,0,0,0,271.414381520119,0,0,0,0,35758.14689741,0,0,0,13.8916913946588,2396.15005192108,0,62.4389575971732,88.6972819216182,0
"8","TBB_DEM","NLD",45,1471,NA,"448655","NLD","VLI","12/01/2009"," 1:00:00","NLD","VLI","16/01/2009","00:00:00",NA,NA,NA,NA,"TBB","80","31F2",NA,"KWDAYS",5825.16,NA,0,0,230,360,0,410,2240,0,0,0,0,1030,0,0,0,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5040,0,0,0,70,0,0,0,0,0,0,2175,0,0,0,0,305,0,0,360,0,0,0,56.6157506789086,2384.57573422725,0,1953.36256227758,5069.83931782586,0,0,0,0,1106.68764541184,0,0,0,1628.92423368727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6064.83046412998,0,0,0,105.447315436242,0,0,0,0,0,0,19689.6125321181,0,0,0,0,3177.50332972143,0,0,212.873476611884,0
"10","TBB_DEM","NLD",44,1467,NA,"448658","NLD","VLI","12/01/2009"," 1:00:00","NLD","VLI","15/01/2009","20:00:00",NA,NA,NA,NA,"TBB","80","31F2",NA,"KWDAYS",5559.93,NA,0,0,1486,504,0,1717,1210,0,0,0,0,1070,0,0,0,3787,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,3074,0,0,0,0,0,0,0,0,0,0,2913,0,0,0,135,497,0,0,155,0,0,0,365.786980473296,3338.40602791815,0,8180.30126690391,2738.61856007558,0,0,0,0,1149.66580639871,0,0,0,1204.83126425268,0,0,0,0,0,0,0,0,0,428.943035602748,0,0,0,0,0,0,3699.06524736817,0,0,0,0,0,0,0,0,0,0,26370.5017499127,0,0,0,37.5075667655786,5177.76772089033,0,0,91.6538579856721,0
"13","TBB_DEM","NLD",24,211,NA,"448660","NLD","VLI","12/01/2009","00:00:00","NLD","VLI","16/01/2009"," 2:00:00",NA,NA,NA,NA,"TBB","80","31F2",NA,"KWDAYS",860.88,NA,0,0,80,35,0,0,300,0,0,0,0,140,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,100,0,0,0,19.6924350187508,231.83375193876,0,0,678.99633720882,0,0,0,0,150.423563454036,0,0,0,38.1779117270455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1444.00725336428,0,0,0,0,0,0,0,0,0,0,1810.53908341316,0,0,0,0,0,0,0,59.1315212810788,0
"13","TBB_DEM","NLD",24,211,NA,"448660","NLD","VLI","12/01/2009","00:00:00","NLD","VLI","16/01/2009"," 2:00:00",NA,NA,NA,NA,"TBB","80","32F2",NA,"KWDAYS",860.88,NA,0,0,220,85,0,0,1350,0,0,0,0,320,0,0,0,190,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,5600,0,0,0,0,0,0,0,0,0,0,910,0,0,0,0,70,0,0,180,0,0,0,54.1541963015647,563.024826136989,0,0,3055.48351743969,0,0,0,0,343.82528789494,0,0,0,60.4483602344886,0,0,0,0,0,0,0,0,0,137.874547158026,0,0,0,0,0,0,6738.70051569998,0,0,0,0,0,0,0,0,0,0,8237.95282952989,0,0,0,0,729.263059280329,0,0,106.436738305942,0
"21","TBB_DEM","NLD",46,2647,NA,"448663","NLD","VLI","12/01/2009","00:00:00","NLD","VLI","15/01/2009","18:00:00",NA,NA,NA,NA,"TBB","80","31F2",NA,"KWDAYS",9926.25,NA,0,0,50,250,0,50,600,0,0,0,0,2400,0,0,0,500,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,2900,0,0,0,0,0,0,0,0,0,0,3700,0,0,0,0,200,0,100,300,0,0,0,12.3077718867193,1655.95537099114,0,238.214946619217,1357.99267441764,0,0,0,0,2578.68965921205,0,0,0,159.074632196023,0,0,0,0,0,0,0,0,0,459.581823860088,0,0,0,0,0,0,3489.68419563035,0,0,0,0,0,0,0,0,0,0,33494.9730431435,0,0,0,0,2083.60874080094,0,36.7287985865724,177.394563843236,0
"21","TBB_DEM","NLD",46,2647,NA,"448663","NLD","VLI","12/01/2009","00:00:00","NLD","VLI","15/01/2009","18:00:00",NA,NA,NA,NA,"TBB","80","32F2",NA,"KWDAYS",9926.25,NA,0,0,93,250,0,170,280,0,0,0,0,1290,0,0,0,500,0,0,0,65,0,0,0,0,0,120,0,0,0,0,0,0,5500,0,0,0,0,0,57,0,0,0,0,2610,0,0,0,0,290,0,75,300,0,0,0,22.8924557092978,1655.95537099114,0,809.930818505338,633.729914728233,0,0,0,0,1386.04569182648,0,0,0,159.074632196023,0,0,0,108.845056179775,0,0,0,0,0,367.66545908807,0,0,0,0,0,0,6618.36657791962,0,0,0,0,0,128.921831222057,0,0,0,0,23627.5350385418,0,0,0,0,3021.23267416136,0,27.5465989399293,177.394563843236,0
"1435","TBB_DEM","NLD",40,2426,NA,"448667","NLD","VLI","12/01/2009","00:00:00","NLD","VLI","15/01/2009","17:00:00",NA,NA,NA,NA,"TBB","80","31F1",NA,"KWDAYS",9000.46,NA,0,0,140,0,0,0,60,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,90,0,0,200,0,0,0,34.4617612828139,0,0,0,135.799267441764,0,0,0,0,85.956321973735,0,0,0,0,0,0,0,0,0,0,0,0,0,122.555153029357,0,0,0,0,0,0,2406.67875560713,0,0,0,0,0,0,0,0,0,0,6789.52156279936,0,0,0,0,937.623933360423,0,0,118.263042562158,0
"1435","TBB_DEM","NLD",40,2426,NA,"448667","NLD","VLI","12/01/2009","00:00:00","NLD","VLI","15/01/2009","17:00:00",NA,NA,NA,NA,"TBB","80","31F2",NA,"KWDAYS",9000.46,NA,0,0,100,70,0,30,300,0,0,0,0,1100,0,0,0,360,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,1980,0,0,0,0,0,0,0,0,0,0,2180,0,0,0,0,160,0,0,300,0,0,0,24.6155437734385,463.66750387752,0,142.928967971530,678.99633720882,0,0,0,0,1181.89942713886,0,0,0,114.533735181136,0,0,0,0,0,0,0,0,0,245.110306058713,0,0,0,0,0,0,2382.61196805106,0,0,0,0,0,0,0,0,0,0,19734.8760092035,0,0,0,0,1666.88699264075,0,0,177.394563843236,0
"1435","TBB_DEM","NLD",40,2426,NA,"448667","NLD","VLI","12/01/2009","00:00:00","NLD","VLI","15/01/2009","17:00:00",NA,NA,NA,NA,"TBB","80","32F2",NA,"KWDAYS",9000.46,NA,0,0,220,195,0,65,620,0,0,0,0,1170,0,0,0,460,0,0,0,110,0,0,0,0,0,100,0,0,0,0,0,0,5050,0,0,0,0,0,0,0,0,0,0,2285,0,0,0,0,170,0,0,600,0,0,0,54.1541963015647,1291.64518937309,0,309.679430604982,1403.25909689823,0,0,0,0,1257.11120886588,0,0,0,146.348661620341,0,0,0,184.199325842697,0,0,0,0,0,306.387882573392,0,0,0,0,0,0,6076.86385790802,0,0,0,0,0,0,0,0,0,0,20685.4090279954,0,0,0,0,1771.0674296808,0,0,354.789127686473,0
"1437","TBB_DEM","NLD",NA,1471,NA,"448670","NLD","VLI","12/01/2009","00:00:00","NLD","VLI","15/01/2009","21:00:00",NA,NA,NA,NA,"TBB","80","31F2",NA,"KWDAYS",5707.48,NA,0,0,265,80,0,0,780,0,0,0,0,540,0,0,0,180,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,3290,0,0,0,0,0,0,0,0,0,0,530,0,0,0,0,50,0,0,240,0,0,0,65.231190999612,529.905718717166,0,0,1765.39047674293,0,0,0,0,580.205173322712,0,0,0,57.2668675905682,0,0,0,0,0,0,0,0,0,76.5969706433479,0,0,0,0,0,0,3958.98655297374,0,0,0,0,0,0,0,0,0,0,4797.92857104488,0,0,0,0,520.902185200235,0,0,141.915651074589,0
"1437","TBB_DEM","NLD",NA,1471,NA,"448670","NLD","VLI","12/01/2009","00:00:00","NLD","VLI","15/01/2009","21:00:00",NA,NA,NA,NA,"TBB","80","32F2",NA,"KWDAYS",5707.48,NA,0,0,90,60,0,0,760,0,0,0,0,100,0,0,0,180,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,4760,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,40,0,0,80,0,0,0,22.1539893960947,397.429289037875,0,0,1720.12405426235,0,0,0,0,107.445402467169,0,0,0,57.2668675905682,0,0,0,0,0,0,0,0,0,137.874547158026,0,0,0,0,0,0,5727.89543834498,0,0,0,0,0,0,0,0,0,0,6789.52156279936,0,0,0,0,416.721748160188,0,0,47.305217024863,0
"2444","LH_FIN_","NLD",6.53,155,NA,"448672","NLD","BRS","09/01/2009"," 8:00:00","NLD","BRS","09/01/2009","17:00:00",NA,NA,NA,NA,"LHP","0","32F2",NA,"KWDAYS",58.9,NA,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.3425308346467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2444","LH_FIN_","NLD",6.53,155,NA,"448674","NLD","BRS","14/01/2009"," 7:00:00","NLD","BRS","14/01/2009","19:00:00",NA,NA,NA,NA,"LHP","0","32F2",NA,"KWDAYS",77.5,NA,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.507135672445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
