"VE_REF","VE_FLT","VE_COU","VE_LEN","VE_KW","VE_TON","FT_REF","FT_DCOU","FT_DHAR","FT_DDAT","FT_DTIME","FT_LCOU","FT_LHAR","FT_LDAT","FT_LTIME","LE_CDAT","LE_STIME","LE_ETIME","LE_SEQNUM","LE_GEAR","LE_MSZ","LE_RECT","LE_MET_level6","LE_UNIT","LE_EFF","LE_EFF_VMS","LE_KG_ANF","LE_KG_BAG","LE_KG_BIB","LE_KG_BLL","LE_KG_BRB","LE_KG_BSS","LE_KG_COD","LE_KG_COE","LE_KG_CRE","LE_KG_CSH","LE_KG_CTC","LE_KG_DAB","LE_KG_DGS","LE_KG_ELE","LE_KG_ERS","LE_KG_FLE","LE_KG_FPP","LE_KG_GUG","LE_KG_GUR","LE_KG_GUU","LE_KG_HAL","LE_KG_HER","LE_KG_JAX","LE_KG_JOD","LE_KG_LBE","LE_KG_LEM","LE_KG_LIN","LE_KG_MAC","LE_KG_MUR","LE_KG_MZZ","LE_KG_NEP","LE_KG_PIL","LE_KG_PLE","LE_KG_POK","LE_KG_POL","LE_KG_RAZ","LE_KG_RJC","LE_KG_RJH","LE_KG_RJM","LE_KG_SBR","LE_KG_SBX","LE_KG_SCE","LE_KG_SME","LE_KG_SOL","LE_KG_SPR","LE_KG_SQU","LE_KG_SRX","LE_KG_TIG","LE_KG_TUR","LE_KG_WEX","LE_KG_WHE","LE_KG_WHG","LE_KG_WIT","LE_EURO_ANF","LE_EURO_BAG","LE_EURO_BIB","LE_EURO_BLL","LE_EURO_BRB","LE_EURO_BSS","LE_EURO_COD","LE_EURO_COE","LE_EURO_CRE","LE_EURO_CSH","LE_EURO_CTC","LE_EURO_DAB","LE_EURO_DGS","LE_EURO_ELE","LE_EURO_ERS","LE_EURO_FLE","LE_EURO_FPP","LE_EURO_GUG","LE_EURO_GUR","LE_EURO_GUU","LE_EURO_HAL","LE_EURO_HER","LE_EURO_JAX","LE_EURO_JOD","LE_EURO_LBE","LE_EURO_LEM","LE_EURO_LIN","LE_EURO_MAC","LE_EURO_MUR","LE_EURO_MZZ","LE_EURO_NEP","LE_EURO_PIL","LE_EURO_PLE","LE_EURO_POK","LE_EURO_POL","LE_EURO_RAZ","LE_EURO_RJC","LE_EURO_RJH","LE_EURO_RJM","LE_EURO_SBR","LE_EURO_SBX","LE_EURO_SCE","LE_EURO_SME","LE_EURO_SOL","LE_EURO_SPR","LE_EURO_SQU","LE_EURO_SRX","LE_EURO_TIG","LE_EURO_TUR","LE_EURO_WEX","LE_EURO_WHE","LE_EURO_WHG","LE_EURO_WIT"
"1510","OTM_SPF","NLD",14,94,NA,"448183","NLD","WRG","06/01/2009"," 9:00:00","NLD","WRG","06/01/2009","18:00:00",NA,NA,NA,NA,"OTM","16","35F5",NA,"KWDAYS",35.72,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2591.92460302065,0,0,0,0,0,0,0,0,0,0
"1510","OTM_SPF","NLD",14,94,NA,"448184","NLD","WRG","07/01/2009"," 9:00:00","NLD","WRG","07/01/2009","18:00:00",NA,NA,NA,NA,"OTM","16","35F5",NA,"KWDAYS",35.72,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2583.57489677151,0,0,0,0,0,0,0,0,0,0
"370","OTB_DEM","NLD",24,221,NA,"448185","NLD","DHR","03/01/2009","11:00:00","NLD","EEM","09/01/2009"," 5:00:00",NA,NA,NA,NA,"OTB","80","38F6",NA,"KWDAYS",1270.75,NA,0,0,0,100,0,0,145,0,40,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,2000,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,707.17815692357,0,0,291.986678840951,0,61.0621060722521,0,0,208.666324818199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905.891164232683,0,2286.24984159477,0,0,0,0,0,0,0,0,0,0,465.160325471795,0,0,0,0,522.868172333374,0,0,0,0
"370","OTB_DEM","NLD",24,221,NA,"448185","NLD","DHR","03/01/2009","11:00:00","NLD","EEM","09/01/2009"," 5:00:00",NA,NA,NA,NA,"OTB","80","39F6",NA,"KWDAYS",1270.75,NA,0,0,0,110,0,0,445,0,40,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,7000,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,150,0,0,0,0,0,0,0,777.895972615928,0,0,896.097048856711,0,61.0621060722521,0,0,782.498718068245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3623.56465693073,0,8001.87444558171,0,0,0,0,0,0,0,0,0,0,1860.64130188718,0,0,0,0,1568.60451700012,0,0,0,0
"1465","MIS_UND","NLD",13,79,NA,"448188","NLD","KWZ","07/01/2009","10:00:00","NLD","KWZ","07/01/2009","16:00:00",NA,NA,NA,NA,"MIS","16","35F4",NA,"KWDAYS",19.75,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.783289455452,0,0,0,0,0,0,0,0,0,0
"1279","TBB_DEM","NLD",40,2133,NA,"448190","NLD","EEM","07/01/2009"," 6:00:00","NLD","EEM","08/01/2009","20:00:00",NA,NA,NA,NA,"TBB","80","37F5",NA,"KWDAYS",3370.14,NA,0,0,0,71,0,0,0,0,236,0,0,334,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3821,0,0,0,0,0,0,0,0,0,0,458,0,0,0,0,96,0,0,0,0,0,0,0,502.096491415735,0,0,0,0,360.266425826287,0,0,348.472762446392,0,0,0,23.8666959745878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4367.88032236682,0,0,0,0,0,0,0,0,0,0,4260.86858132164,0,0,0,0,1003.90689088008,0,0,0,0
"1279","TBB_DEM","NLD",40,2133,NA,"448190","NLD","EEM","07/01/2009"," 6:00:00","NLD","EEM","08/01/2009","20:00:00",NA,NA,NA,NA,"TBB","80","38F6",NA,"KWDAYS",3370.14,NA,0,0,0,20,0,0,0,0,75,0,0,360,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,50,0,0,0,0,0,0,0,141.435631384714,0,0,0,0,114.491448885473,0,0,375.599384672758,0,0,0,32.9195806546038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2286.24984159477,0,0,0,0,0,0,0,0,0,0,1860.64130188718,0,0,0,0,522.868172333374,0,0,0,0
"1306","TBB_DEM","NLD",40,1471,NA,"448191","NLD","EEM","05/01/2009"," 2:00:00","NLD","EEM","09/01/2009"," 6:00:00",NA,NA,NA,NA,"TBB","80","37F6",NA,"KWDAYS",6134.07,NA,0,0,0,150,0,0,1035,0,25,0,0,1850,0,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11200,0,0,0,0,0,0,0,0,0,0,1975,0,0,0,0,560,0,0,0,0,0,0,0,1060.76723538536,0,0,2084.18077655437,0,38.1638162951576,0,0,1930.16350456834,0,0,0,197.517483927623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12802.9991129307,0,0,0,0,0,0,0,0,0,0,18373.8328561359,0,0,0,0,5856.12353013379,0,0,0,0
"1526","OTB_DEM","NLD",27,360,NA,"448192","NLD","WRG","02/01/2009","23:00:00","NLD","WRG","09/01/2009"," 2:00:00",NA,NA,NA,NA,"OTB","80","37F2",NA,"KWDAYS",2206.8,NA,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,920,0,0,0,0,120,0,0,0,0,0,0,0,1780,0,4000,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,200,0,0,70,0,0,0,0,0,0,0,724.932444018912,0,0,0,0,0,0,0,0,0,0,603.685524231866,0,0,0,0,41.5557840616967,0,0,0,0,0,0,0,8062.43136167088,0,4572.49968318955,0,0,0,0,0,0,0,0,0,0,744.256520754872,0,0,0,0,2091.47268933350,0,0,38.7607032439666,0
"1336","TBB_DEM","NLD",40,1467,NA,"448193","NLD","HAR","05/01/2009"," 6:00:00","NLD","EEM","09/01/2009"," 1:00:00",NA,NA,NA,NA,"TBB","80","36F4",NA,"KWDAYS",5559.93,NA,0,0,0,20,0,0,120,0,0,0,0,300,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,40,0,0,0,0,0,0,0,141.435631384714,0,0,241.644148006304,0,0,0,0,312.999487227298,0,0,0,16.4597903273019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143.12492079739,0,0,0,0,0,0,0,0,0,0,2790.96195283077,0,0,0,0,418.294537866699,0,0,0,0
"1336","TBB_DEM","NLD",40,1467,NA,"448193","NLD","HAR","05/01/2009"," 6:00:00","NLD","EEM","09/01/2009"," 1:00:00",NA,NA,NA,NA,"TBB","80","37F5",NA,"KWDAYS",5559.93,NA,0,0,0,140,0,0,360,0,0,0,0,500,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,220,0,0,0,0,0,0,0,990.049419693,0,0,724.932444018912,0,0,0,0,521.665812045497,0,0,0,65.8391613092076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5144.06214358824,0,0,0,0,0,0,0,0,0,0,8372.88585849231,0,0,0,0,2300.61995826685,0,0,0,0
"1336","TBB_DEM","NLD",40,1467,NA,"448193","NLD","HAR","05/01/2009"," 6:00:00","NLD","EEM","09/01/2009"," 1:00:00",NA,NA,NA,NA,"TBB","80","37F6",NA,"KWDAYS",5559.93,NA,0,0,0,60,0,0,220,0,0,0,0,400,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,460,0,0,0,0,100,0,0,0,0,0,0,0,424.306894154142,0,0,443.014271344891,0,0,0,0,417.332649636397,0,0,0,32.9195806546038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3429.37476239216,0,0,0,0,0,0,0,0,0,0,4279.47499434051,0,0,0,0,1045.73634466675,0,0,0,0
"477","GNS_DEM","NLD",10,36,NA,"448194","NLD","IJM","08/01/2009","18:00:00","NLD","IJM","09/01/2009","11:00:00",NA,NA,NA,NA,"GNS","140","33F4",NA,"KWDAYS",25.56,NA,0,0,0,0,0,65,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418.952292397661,80.5480493354347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134","TBB_DEM","NLD",42,1467,NA,"448195","NLD","DZL","05/01/2009"," 6:00:00","NLD","DZL","09/01/2009"," 7:00:00",NA,NA,NA,NA,"TBB","80","37F6",NA,"KWDAYS",5926.68,NA,0,0,0,120,0,0,450,0,0,0,0,2000,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11400,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,400,0,0,0,0,0,0,0,848.613788308285,0,0,906.16555502364,0,0,0,0,2086.66324818199,0,0,0,301.762822667202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13031.6240970902,0,0,0,0,0,0,0,0,0,0,16745.7717169846,0,0,0,0,4182.94537866699,0,0,0,0
"1516","OTT_DEM","NLD",23,220,NA,"448196","NLD","WRG","05/01/2009","15:00:00","NLD","WRG","09/01/2009","22:00:00",NA,NA,NA,NA,"OTT","80","37F2",NA,"KWDAYS",943.8,NA,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,2400,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,402.740246677174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1607.95681651301,0,2743.49980991373,0,0,0,0,0,0,0,0,0,0,279.096195283077,0,0,0,0,1045.73634466675,0,0,0,0
"477","GNS_DEM","NLD",10,36,NA,"448197","NLD","IJM","09/01/2009","15:00:00","NLD","IJM","10/01/2009","10:00:00",NA,NA,NA,NA,"GNS","140","33F4",NA,"KWDAYS",28.44,NA,0,0,0,0,0,65,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418.952292397661,80.5480493354347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"467","GNS_DEM","NLD",8,29,NA,"448198","NLD","IJM","10/01/2009","10:00:00","NLD","IJM","10/01/2009","16:00:00",NA,NA,NA,NA,"GNS","140","33F4",NA,"KWDAYS",7.25,NA,0,0,0,0,0,0,35,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4795431685054,0,0,0,0,114.766478650009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"467","GNS_DEM","NLD",8,29,NA,"448199","NLD","IJM","11/01/2009"," 8:00:00","NLD","IJM","11/01/2009","13:00:00",NA,NA,NA,NA,"GNS","140","33F4",NA,"KWDAYS",6.09,NA,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0717815692357,0,6.44541988304094,0,0,4.57965795541891,0,0,0,0,0,0,1.37164919394183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94269662921348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"467","GNS_DEM","NLD",8,29,NA,"448200","NLD","IJM","09/01/2009"," 8:00:00","NLD","IJM","09/01/2009","14:00:00",NA,NA,NA,NA,"GNS","140","33F4",NA,"KWDAYS",7.25,NA,0,0,0,0,0,0,40,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.5480493354347,0,0,0,0,52.1665812045497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2464","GNS_DEM","NLD",11.35,112,NA,"448201","NLD","IJM","09/01/2009"," 7:00:00","NLD","IJM","09/01/2009","15:00:00",NA,NA,NA,NA,"GNS","140","34F4",NA,"KWDAYS",36.96,NA,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208.22074003152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"607","TBB_DEM","NLD",42,1471,NA,"448203","NLD","IJM","05/01/2009"," 2:00:00","NLD","IJM","09/01/2009","12:00:00",NA,NA,NA,NA,"TBB","80","33F3",NA,"KWDAYS",6501.82,NA,0,0,0,100,0,0,1050,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,80,0,0,0,0,640,0,0,0,0,95,0,0,370,0,0,0,0,707.17815692357,0,0,2114.38629505516,0,0,0,0,10.4333162409099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4572.49968318955,0,0,0,0,0,152.288215035699,0,0,0,0,5954.05216603898,0,0,0,0,993.44952743341,0,0,204.878002860966,0
"607","TBB_DEM","NLD",42,1471,NA,"448203","NLD","IJM","05/01/2009"," 2:00:00","NLD","IJM","09/01/2009","12:00:00",NA,NA,NA,NA,"TBB","80","34F3",NA,"KWDAYS",6501.82,NA,0,0,0,120,0,0,1000,0,0,0,0,160,0,0,0,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,140,0,0,280,0,0,0,0,848.613788308285,0,0,2013.70123338587,0,0,0,0,166.933059854559,0,0,0,315.47931460662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11431.2492079739,0,0,0,0,0,0,0,0,0,0,6977.40488207693,0,0,0,0,1464.03088253345,0,0,155.042812975866,0
"540","TBB_DEM","NLD",42,1471,NA,"448204","NLD","IJM","05/01/2009"," 2:00:00","NLD","IJM","09/01/2009","14:00:00",NA,NA,NA,NA,"TBB","80","33F3",NA,"KWDAYS",6619.5,NA,0,0,0,135,0,0,810,0,0,0,0,130,0,0,0,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,0,0,0,0,0,0,0,0,0,0,490,0,0,0,0,110,0,0,5,0,0,0,0,954.69051184682,0,0,1631.09799904255,0,0,0,0,135.633111131829,0,0,0,167.341201660903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1737.54987961203,0,0,0,0,0,0,0,0,0,0,4558.57118962359,0,0,0,0,1150.30997913342,0,0,2.76862166028333,0
"540","TBB_DEM","NLD",42,1471,NA,"448204","NLD","IJM","05/01/2009"," 2:00:00","NLD","IJM","09/01/2009","14:00:00",NA,NA,NA,NA,"TBB","80","34F3",NA,"KWDAYS",6619.5,NA,0,0,0,210,0,0,1050,0,0,0,0,215,0,0,0,2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11500,0,0,0,80,0,0,0,0,0,0,1200,0,0,0,0,170,0,0,80,0,0,0,0,1485.07412953950,0,0,2114.38629505516,0,0,0,0,224.316299179564,0,0,0,581.579258231334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13145.9365891700,0,0,0,111.564544065206,0,0,0,0,0,0,11163.8478113231,0,0,0,0,1777.75178593347,0,0,44.2979465645332,0
"1607","OTT_DEM","NLD",24,221,NA,"448205","NLD","WRG","07/01/2009","17:00:00","NLD","WRG","10/01/2009","22:00:00",NA,NA,NA,NA,"OTT","80","37F2",NA,"KWDAYS",709.41,NA,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0,820,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322.192197341739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2219.43335237007,0,937.362435053858,0,0,0,0,0,380.720537589248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208","OTB_DEM","NLD",20,221,NA,"448208","FRA","BOL","08/01/2009"," 2:00:00","FRA","BOL","10/01/2009","12:00:00",NA,NA,NA,NA,"OTB","80","28E9",NA,"KWDAYS",534.82,NA,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,300,38,0,0,0,15,0,0,0,900,20,0,0,0,70,0,20,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,291.211573236890,66.5857747933884,0,0,0,31.7973214285714,0,0,0,611.34375,94.0039215686274,0,0,0,80.0187444558171,0,58.8539325842697,0,0,0,0,0,0,0,0,0,0,477.828080229226,0,0,0,0,0,0,0
"208","OTB_DEM","NLD",20,221,NA,"448208","FRA","BOL","08/01/2009"," 2:00:00","FRA","BOL","10/01/2009","12:00:00",NA,NA,NA,NA,"OTB","80","29E9",NA,"KWDAYS",534.82,NA,0,0,105,0,12,70,40,0,0,0,0,0,0,0,0,0,0,0,145,19,0,0,175,23,0,0,0,900,27,0,0,0,82,0,22,0,59,0,38,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,27.3986985839515,0,5.76,451.179391812866,80.5480493354347,0,0,0,0,0,0,0,0,0,0,0,140.75226039783,33.2928873966942,0,0,60.6021850899743,48.7558928571429,0,0,0,611.34375,126.905294117647,0,0,0,93.7362435053858,0,64.7393258426966,0,82.2788512480897,0,72.3369021419572,0,0,0,0,0,0,680.905014326648,0,0,0,0,0,0,0
"1557","OTM_SPF","NLD",13,93,NA,"448211","NLD","WRG","12/01/2009"," 9:00:00","NLD","WRG","12/01/2009","13:00:00",NA,NA,NA,NA,"OTM","16","35F5",NA,"KWDAYS",15.81,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.619155144862,0,0,0,0,0,0,0,0,0,0
"1621","MIS_UND","NLD",15,54,NA,"448217","NLD","WRG","12/01/2009"," 9:00:00","NLD","WRG","12/01/2009","14:00:00",NA,NA,NA,NA,"MIS","16","34F5",NA,"KWDAYS",11.34,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.308941846731,0,0,0,0,0,0,0,0,0,0
"1621","MIS_UND","NLD",15,54,NA,"448218","NLD","WRG","11/01/2009"," 9:00:00","NLD","WRG","11/01/2009","18:00:00",NA,NA,NA,NA,"MIS","16","34F5",NA,"KWDAYS",20.52,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765.510664906552,0,0,0,0,0,0,0,0,0,0
"1621","MIS_UND","NLD",15,54,NA,"448219","NLD","WRG","08/01/2009","14:00:00","NLD","WRG","08/01/2009","17:00:00",NA,NA,NA,NA,"MIS","16","34F5",NA,"KWDAYS",7.02,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3102132981310,0,0,0,0,0,0,0,0,0,0
"1550","OTB_DEM","NLD",24,221,NA,"448223","NLD","SCE","06/01/2009","16:00:00","NLD","WRG","09/01/2009"," 3:00:00",NA,NA,NA,NA,"OTB","120","32F4",NA,"KWDAYS",543.66,NA,0,0,0,0,0,0,800,0,0,0,0,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610.96098670869,0,0,0,0,876.398564236435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1550","OTB_DEM","NLD",24,221,NA,"448223","NLD","SCE","06/01/2009","16:00:00","NLD","WRG","09/01/2009"," 3:00:00",NA,NA,NA,NA,"OTB","120","33F4",NA,"KWDAYS",543.66,NA,0,0,0,0,0,0,200,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.740246677174,0,0,0,0,166.933059854559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1404","OTT_DEM","NLD",25,221,NA,"448225","NLD","WRG","06/01/2009"," 1:00:00","NLD","WRG","09/01/2009"," 9:00:00",NA,NA,NA,NA,"OTT","80","36F2",NA,"KWDAYS",735.93,NA,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,360,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.096098670869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543.53469853961,0,411.524971487059,0,0,0,0,0,163.709831163377,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1404","OTT_DEM","NLD",25,221,NA,"448225","NLD","WRG","06/01/2009"," 1:00:00","NLD","WRG","09/01/2009"," 9:00:00",NA,NA,NA,NA,"OTT","80","37F2",NA,"KWDAYS",735.93,NA,25,0,0,0,0,0,100,0,0,0,0,45,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,375,0,1280,0,0,0,0,0,420,0,0,0,0,35,0,0,0,0,50,0,0,60,0,166.044117647059,0,0,0,0,0,201.370123338587,0,0,0,0,46.9499230840947,0,0,0,0,0,78.7415901171999,0,0,0,0,0,0,0,0,0,0,0,0,1698.54593293628,0,1463.19989862066,0,0,0,0,0,799.513128937421,0,0,0,0,325.612227830257,0,0,0,0,522.868172333374,0,0,33.2234599233999,0
